,id,title,unpublished,Backup Link,sheet_entry,sheet_line,youtube_dl_entry_contributor120,Backup_found
6534,4TZPKGhYFc4,五夜講場 - 文學放得開：為甚麼恨中文科,False,,,,True,True
6535,Snrbkrbaijc,五夜講場 - 歷史係咁話：相夫教子理紅妝,False,,,,True,True
6536,UQJplTyxtBk,視點31：劉曉波；社企劏房；幼師薪級表；升大學以外,False,,,,,False
6537,plKHjRJPlvY,早辰 。早晨  (手語直播節目)：手語直播節目︰中學文憑試DSE放榜；劉曉波最新情況,False,,,,,False
6538,R0W1J-E9UuU,"The Works：Artist Kacey Wong, Photojournalist Wong Kan-tai & World Harp Congress in HK",False,,,,,False
6539,gGrkfkftULU,樂壇新秀2017：小小樽頸等於激勵?,False,,,,,False
6540,ML5mMletPGM,反斗英語 2017：美容博客與保鏢,False,,,,,False
6541,FTpZ7clbJN0,《是男非男》第十四集 - 一夫當家 (預告),False,,,,True,True
6542,jSheLoel6to,早辰 。早晨  (手語直播節目)：手語直播節目︰紅磡工業意外；劉曉波,False,,,,,False
6543,rkDq4xHMOMg,五夜講場 - 哲學有偈傾：關鍵少數,False,,,,True,True
6544,YJZDVP7aMTk,好好過日子：第八集：花式足球_皂石手作_古蹟復修,False,,,,,False
6545,e88FFfq7Mkc,鏗鏘集：無聲說,False,,,,,False
6546,oyRRDKYGR3I,早辰 。早晨  (手語直播節目)：手語直播節目︰劉曉波；打擊違泊,False,,,,,False
6547,sSSqpOEcX1Y,忘憂理髮店：失戀中女,False,,,,,False
6548,EAzINOa-cH8,"城市論壇：林太教育新資源 , 快樂升學償所願？自資學位求信譽 , 康莊前途任君選？(What do You Expect from Measures on New Resources for Qual",False,,,,,False
6549,KvwspiChnHA,小學校際通識大賽2017：第十二集,False,,,,,False
6550,QIHQB8ATvAg,警訊：罪案呼籲–無牌行醫(美容院提供藍光漂牙),False,,,,,False
6551,rauaf9BF7hU,小伙子大本營：第十五集,False,,,,,False
6552,X47uLOypS0g,五夜講場 - 是男非男：一夫當家,False,,,,True,True
6553,GHFDOk6Iyi0,"The Pulse：Carrie Lam Q&A, 20A: Education & Grenfell Tower Fire",False,,,,True,True
6554,9QCrWm7bDWo,頭條新聞：太后與小豪子－不合時宜,False,,,,True,True
6555,I3JyYGPcOPA,鏗鏘集：數。說二十年,False,,,,,False
6556,bgkBIz3Fugg,早辰 。早晨  (手語直播節目)：手語直播節目︰劉曉波、過馬路咪衝燈、潮傾天下,False,,,,,False
6557,I8UCNVwbVgw,五夜講場 - 講女時間：月經的恐懼,False,,,,True,True
6558,eg2Xc3UWSdc,議事論事：新班子. 新起點. 新希望?; 議會新鮮人：容海恩; 論政嘉賓：胡志偉 (民主黨主席),False,,,,,False
6559,om-AeBTqJlw,五夜講場 - 文學放得開：武俠的浪漫  [嘉賓： 喬靖夫(作家)],False,,,,True,True
6560,EIijMoGZGCM,五夜講場 - 文學放得開：禁忌之愛  [嘉賓： 游靜],False,,,,True,True
6561,wPQNyszbswM,早辰 。早晨  (手語直播節目)：手語直播節目︰南北韓局勢與「雙宋」婚事、講式早餐,False,,,,,False
6562,0Xb0cl2M_PQ,五夜講場 - 文學放得開：把酒問鞍華  [嘉賓: 許鞍華],False,,,,True,True
6563,CRQ6czd7SoM,香港有你：李嘉齡與張緯晴,False,,,,,False
6564,EZaQOtA62cE,Harry哥哥好鄰居：第三十八集,False,,,,,False
6565,pz8i8jHispw,早辰 。早晨  (手語直播節目)：手語直播節目︰行政會議成員歲數、新彊七五事件八週年,False,,,,,False
6566,m6fIeg61AUk,視點31：林鄭上場；劉曉波病重；教育資源；裝修中伏,False,,,,,False
6567,vp69Er2Qz9o,五夜講場 - 歷史係咁話：我生九夷真可鄙,False,,,,True,True
6568,bqGZM_qklI0,樂壇新秀2017：音樂無錢途?,False,,,,,False
6569,xNngNtYqprg,The Works：20A Special II: Photography & Independent Films,False,,,,,False
6570,lldCo_6URKw,樂壇新秀2017：成名要趁早，贏在起跑線?,False,,,,,False
6571,et0re-qWIiM,樂壇新秀2017：古典音樂堅離地?,False,,,,,False
6572,Xt5V9u5iBYI,樂壇新秀2017：為咗音樂呢棵樹，放棄整個森林?,False,,,,,False
6573,HXMrptLztPA,早辰 。早晨  (手語直播節目)：手語直播節目︰林鄭月娥新風、特朗普 VS CNN,False,,,,,False
6574,gsUe-DqgUMI,五夜講場 - 哲學有偈傾：點解哲學有偈傾,False,,,,True,True
6575,BN3wP_UafAI,好好過日子：第七集：學補鞋_無添加天然蚊香磚、防蚊包、香茅茶_日本拔刀道,False,,,,,False
6576,ROKlZ3Z4jps,早辰 。早晨  (手語直播節目)：手語直播節目︰新特首新作風,False,,,,,False
6577,xHu-dymPnO4,好想藝術：24_[說故事 - 曾翠薇] ; [在寫作 - 張婉雯《明叔的一天》],False,,,,,False
6578,xNBuO33hvOM,忘憂理髮店：重頭嚟過,False,,,,,False
6579,lmgJuW_HuNY,"城市論壇：一國兩制大智慧,「呃足廿年」不堪提？主席贈言「信國家」,黑布紫荊慶回歸？(Has “one country, two systems been a success for Hong Kong",False,,,,,False
6580,cBZ179Fb6Ag,小伙子大本營：第十四集,False,,,,,False
6581,vs3UrbJ0vHY,小學校際通識大賽2017：第十一集,False,,,,,False
6582,RIAqpRVpcec,警訊：公眾地方的猥褻行為,False,,,,,False
6583,qHqjnv1ioOo,五夜講場 - 是男非男：男本多情?  [嘉賓：鄧兆尊、程翠雲],False,,,,True,True
6584,VOlbT7N-QsE,"The Pulse：HKSAR 20th anniversary: Xi Jinping's visit, discussion with Ronny Tong & Martin Lee & inte",False,,,,True,True
6585,90PEhYXH0FY,頭條新聞：太后與小豪子－行穩致遠,False,,,,True,True
6586,1sDKJKwJbqM,好想藝術：23_[說故事 - 黃榮法] ; [在寫作 - 董啟章《漁夫褸》《冬青》],False,,,,,False
6587,nFUIsN2LftM,《是男非男》第十三集 - 男本多情？ (預告),False,,,,,False
6588,cRDYaR03xUw,早辰 。早晨  (手語直播節目)：手語直播節目︰習近平訪港；回歸20周年大事紀(6月30日)香港主權回歸,False,,,,,False
6589,H3EN-Q5yFHE,五夜講場 - 講女時間：性工作,False,,,,True,True
6590,vbL3AiDNXRU,香港有你：陳國民與沈慧林,False,,,,,False
6591,LUCuPhfX748,早辰 。早晨  (手語直播節目)：手語直播節目︰習近平訪港示威區安排；回歸20週年大事紀(6月29日)之查理斯王子授勳,False,,,,,False
6592,UMsupa62TWg,五夜講場 - 文學放得開：失戀未為輸 [嘉賓： 卓韻芝(作家)],False,,,,True,True
6593,W8ca7A5VAIo,早辰 。早晨  (手語直播節目)：手語直播節目：習近平訪港保安安排；回歸大事紀(28/6)告別立法局,False,,,,,False
6594,8Ab02fbqoGA,五夜講場 - 歷史係咁話：長淮咫尺分南北,False,,,,True,True
6595,gcV4WQkX5OQ,視點31：回歸二十年；人心有否回歸？；奇趣辯論,False,,,,,False
6596,nH7jGGnc_7k,"The Works：20th anniversary of HKSAR Special I - Music: Blackbird founder Lenny Kwok, HK Voices ""Root",False,,,,,False
6597,OKoYGV0FMBY,反斗英語 2017：導遊香港 [特別客串: 楊英偉],False,,,,,False
6598,eSnFvDyZcFg,早辰 。早晨  (手語直播節目)：手語直播節目：劉曉波 ；回歸20周年之英國人看回歸,False,,,,,False
6599,RffRwB0E2c4,五夜講場 - 哲學有偈傾：好好醜醜  [嘉賓：謝曬皮（媒體藝術家）],False,,,,True,True
6600,vBLLAIBTYF0,鏗鏘集：回歸廿周年系列三之說好的一國兩制,False,,,,,False
6601,HOntfEd8Dao,好好過日子：第六集：爬蟲畫室_針孔攝影_風箏滑水,False,,,,,False
6602,dHjjxvdtM5Q,早辰 。早晨  (手語直播節目)：手語直播節目：中國乒變 ；回歸大事紀(6月26日),False,,,,,False
6603,wkPb70ESyFY,忘憂理髮店：再見 Comfort Zone,False,,,,,False
6604,Obu3jCC_4w4,城市論壇：林鄭初埋班 驚喜定驚嚇？行會再重組 建制又世襲？熱廚缺新人 舊將創風格？中央掌任命 自主甚艱難？(Will Carrie's 'Ideal Team'  bring New Style of,False,,,,,False
6605,vjCBnGUp69I,小學校際通識大賽2017：第十集,False,,,,,False
6606,IqxOV2nbBCo,警訊：反罪惡呼籲-休漁期防罪注意事項,False,,,,,False
6607,KBg6Ls7jCwk,小伙子大本營：第十三集,False,,,,,False
6608,bGZXbqq7RC8,五夜講場 - 是男非男：講心又講金,False,,,,True,True
6609,sQu843ZINFQ,"The Pulse：Carrie Lam's new cabinet & discussion with Anson Chan, renewable energy in HK",False,,,,,False
6610,DaSzXaF4eqA,頭條新聞：太后與小豪子－我是中國人,False,,,,True,True
6611,BqpQ2U23ufQ,五夜講場 - 是男非男：少做的秘密,False,,,,True,True
6612,rcAAVucMiTw,《是男非男》第十二集 - 講心又講金 (預告),False,,,,,False
6613,JkypCZm64R8,早辰 。早晨  (手語直播節目)：手語直播節目：新一屆行政會議；中聯辦副主任譚鐵牛走入街市,False,,,,,False
6614,wn3vnbWoI0k,五夜講場 - 講女時間：擺脫性冷感,False,,,,True,True
6615,InKo9l0t_EI,早辰 。早晨  (手語直播節目)：手語直播節目：林鄭新班子；驗樓師詹濟南,False,,,,,False
6616,JK9Eo8Vvbwk,香港有你：莊陳有與何靜瑩,False,,,,,False
6617,DYlOZjWCjFg,早辰 。早晨  (手語直播節目)：手語直播節目：國民身份認同；小朋友打機,False,,,,,False
6618,1Q59odvoTCs,五夜講場 - 歷史係咁話：一死猶期存社稷,False,,,,True,True
6619,Hhq9yJ5i1M0,The Works：Egyptian mummies from British Museum & in the studio: handpan & shakuhachi,False,,,,,False
6620,9VcKRsObBBg,視點31：紙皮婆婆；石屎測試造假；精神科護士；中醫,False,,,,,False
6621,cU92NL8Ojbs,反斗英語 2017：渠王大戰車房仔 [特別客串：盧巧音，余慕蓮],False,,,,,False
6622,SpLZzQIufEw,反斗英語2017製作花絮-送禮篇,False,,,,,False
6623,niNnqxPEpx8,早辰 。早晨  (手語直播節目)：手語直播節目：紙皮婆婆獲撤控；周南談港獨,False,,,,,False
6624,eZyokM-z0Jo,好好過日子：第五集：家常海鲜餐_雙節棍_回收二手書,False,,,,,False
6625,JXgg7cnXXBo,鏗鏘集：回歸廿周年系列二之走鋼索的人,False,,,,,False
6626,TykcYHeJ1iE,早辰 。早晨  (手語直播節目)：手語直播節目：梁振英回顧5年任期；加價,False,,,,,False
6627,DM4S1dVRsCk,好想藝術：22_[說故事 - 劉清平] ; [進行中 - 何博欣],False,,,,,False
6628,qmOdQyMefbs,忘憂理髮店：睡醒了嗎？,False,,,,,False
6629,gZb1yFrlqwE,"城市論壇：台港連線, 兩獨合流？防微杜漸, 未成勢頭？(Seeking to Gradually Separate from China? )",False,,,,,False
6630,2OuPsc0UXi0,小伙子大本營：第十二集,False,,,,,False
6631,X7jdAQm83Fo,小學校際通識大賽2017：第九集,False,,,,,False
6632,peuUSm1EN0c,警訊：罪案呼籲-24小時營業餐廳盜竊案,False,,,,,False
6633,uUJL1UnPlgE,五夜講場 - 是男非男：暮色彩虹,False,,,,True,True
6634,MmLAWy139wY,The Pulse：Standard Working Hours & panel discussion with Leong Che-hung and Carol Ng;  Food Trucks.,False,,,,True,True
6635,XPVMe89XR24,頭條新聞：太后與小豪子－太后失了蹤？,False,,,,True,True
6636,Sf8evPTfU_M,樂壇新秀 2017 第一集 預告,False,,,,,False
6637,DDg_LZnVhKo,樂壇新秀 2017 第二集 預告,False,,,,,False
6638,Wyn-xYWe8eo,早辰 。早晨  (手語直播節目)：手語直播節目：啓德體育園爭議、comfort food午餐肉,False,,,,,False
6639,9XZkw1aXb3Y,五夜講場 - 講女時間：有咗點搞,False,,,,True,True
6640,kYPFh5KZJn0,議事論事：審批滯後的迷思; 「論政」嘉賓：陳方安生（前政務司司長及香港2020召集人）,False,,,,,False
6641,aKrtI23YY04,早辰 。早晨  (手語直播節目)：手語直播節目：北韓釋放美國公民、BCA週,False,,,,,False
6642,naG9cs5UeiA,五夜講場 - 文學放得開：爸爸爸  [嘉賓： 朱凱廸],False,,,,True,True
6643,Evz1506CH8Y,香港有你：李靜與李慧詩,False,,,,,False
6644,x2MQOkgTA30,早辰 。早晨  (手語直播節目)：手語直播節目：選舉事務處失資料、行山小食亭,False,,,,,False
6645,kFRHAfZsgG0,"The Works：Writer and photographer, Marc Progin, CUHK Grad Show & in the studio: Van Kuijk Quartet",False,,,,,False
6646,eQhEBWyWoUA,視點31：選舉處失電腦報告；法援與司法覆核；居家安老；矛盾的關愛座,False,,,,,False
6647,tKVlfpI0EGU,五夜講場 - 歷史係咁話：遷南遷北定太平,False,,,,True,True
6648,h5l8Oh2ntWI,早辰 。早晨  (手語直播節目)：手語直播節目：第一百一十七集,False,,,,,False
6649,4HGQve8ZYYk,《是男非男》第十集 - 少做的秘密 (預告),False,,,,,False
6650,ESCqbTQm82w,五夜講場 - 哲學有偈傾：古今多少事,False,,,,True,True
6651,xhpC8H9LOww,鏗鏘集：回歸廿周年系列一之這麼近 那麼遠,False,,,,,False
6652,5a0H6_OHSqU,好好過日子：第四集：極限飛盤_皮革紙製咭片套_粵劇神功戲,False,,,,,False
6653,shSuyAmm72U,好想藝術：21_說故事_[ 舞者 - 莫嫣 ] ; [ 進行中 - 柴燒陶瓷 ],False,,,,,False
6654,ZSJaKsE8dGU,忘憂理髮店：有一種態度叫年輕,False,,,,,False
6655,MZQxFpcs-tM,早辰 。早晨  (手語直播節目)：手語直播節目：我和CY有個約會、看見台灣齊柏林,False,,,,,False
6656,DGIXs48rAoo,城市論壇：「南華」光環退，  足運近黃昏？ 籌建體育園，  招標要誘因？(Kai Tak Sports Park Project will foster Sports Development ? ),False,,,,,False
6657,5c6ZMBOthlY,小伙子大本營：第十一集,False,,,,,False
6658,e3EEaGFKYqY,小學校際通識大賽2017：第八集,False,,,,,False
6659,Fno7_YSAEIg,警訊：網上購買演唱會門票被騙,False,,,,,False
6660,De0ziAiJuUs,"The Pulse：UK Election & discussion with Kenneth Chan, housing in country parks",False,,,,True,True
6661,e3A6E345cMs,頭條新聞：太后與小豪子－愚公移山,False,,,,True,True
6662,6yGGLL6Vddw,Harry哥哥好鄰居：第十集,False,,,,,False
6663,f65dJjPReBs,鏗鏘集：拉鋸戰,False,,,,,False
6664,y4cFpqMf4vY,早辰 。早晨  (手語直播節目)：手語直播節目：英國大選選情更新,False,,,,,False
6665,f2AoJuUMilU,議事論事：最後的彈劾； 被褪色的中華民國；議會新鮮人：「劍始於禮」張國鈞；「飛哥與你」：中大社會學系副教授陳健民,False,,,,,False
6666,BBBY_G0ff4Q,The Works：Paris & HK from two different perspectives & piainist Chiyan Wong,False,,,,,False
6667,v4YPrwU2IT4,早辰 。早晨  (手語直播節目)：手語直播節目：汽車共乘商業模式、講式早餐:成功登珠穆朗瑪峰的曾燕紅、吳俊霆,False,,,,,False
6668,UIF02g8zzR4,香港有你：許鞍華與郭子健,False,,,,,False
6669,Zaer56Mm5Vo,早辰 。早晨  (手語直播節目)：手語直播節目：,False,,,,,False
6670,ZIahcpATWZo,五夜講場 - 歷史係咁話：天地革而四時成,False,,,,True,True
6671,OU_Kn_cI-Hg,視點31：身分認同；東江水；促銷電話；Live House,False,,,,,False
6672,mcLUfC5SId4,"The Works：Ink artist Choi Hoi-yin, HKBUAVA Grad Show & pianist Maxime Zecchini",False,,,,,False
6673,t2Csdy81xiE,反斗英語 2017：奇遇照相館 [特別客串：楊思琦],False,,,,,False
6674,CnE-EByNJA0,街角有樂：街角有樂 第20集 : 西營盤  -中西交融,False,,,,,False
6675,z7lue8kOM-g,《忘憂理髮店》第七集 有一種態度叫年輕 預告,False,,,,,False
6676,xiQGAqwQLiw,早辰 。早晨  (手語直播節目)：手語直播節目：港珠澳大橋測試報告涉嫌造假事件,False,,,,,False
6677,Pm6qUSoIkVE,五夜講場 - 哲學有偈傾：非我族類,False,,,,True,True
6678,qkx7ZQ7q7_Y,好好過日子：第三集：寵物蛋糕_單車馬球_象哥的好生活,False,,,,,False
6679,T33eS6V8kSU,早辰 。早晨  (手語直播節目)：手語直播節目：六四廿八、「滯後效應」?,False,,,,,False
6680,Ens_z_cH0Nw,好想藝術：20_說故事 - [視覺藝術家 - 謝炎安] ; 在人間 - [電影導演 - 馬智恆],False,,,,,False
6681,KVfrIDc7vL8,忘憂理髮店：千鈞甩髮,False,,,,,False
6682,Y-qElakLVA0,城市論壇：六四悠悠廿八載;身份認同問兩代(WHAT HAS ‘JUNE 4TH’ TO DO WITH ME? ),False,,,,,False
6683,mP7ISQQseIA,小學校際通識大賽2017：第七集,False,,,,,False
6684,jTlyfpSQVDk,警訊：警隊資訊-反恐演練,False,,,,,False
6685,T5mNVbx5TsQ,小伙子大本營：第十集,False,,,,,False
6686,tMCic5YAS3U,五夜講場 - 是男非男：也許求愛很難,False,,,,True,True
6687,ShlZ1SvpMQk,"The Pulse：CE Q&A, June 4th 28th anniversary & Ramadan",False,,,,True,True
6688,6DM9KSNTPHA,頭條新聞：太后與小豪子－齊學基本法,False,,,,True,True
6689,k3lBL01z30Y,早辰 。早晨  (手語直播節目)：手語直播節目：第一百一十集,False,,,,,False
6690,GlY9PGuMquY,五夜講場 - 講女時間：同性婚姻,False,,,,True,True
6691,wf51mrEQqLY,議事論事：未解答的疑點? ;已到盡頭? ;特首梁振英最後一次答問會; 論政嘉賓: 譚耀宗(原基本法起草委員會委員),False,,,,,False
6692,vEwe-UX8oXw,鏗鏘集：花開了,False,,,,,False
6693,I6OcxAC3lbM,反斗英語 2017：職埸特工隊 [特別客串： Miss Hunny],False,,,,,False
6694,59UPwrveQ0c,早辰 。早晨  (手語直播節目)：手語直播節目：中區警署倒塌調查報告；立法會「調查特首梁振英UGL事件」專責委員會會議,False,,,,,False
6695,6gvG5RHaJFI,五夜講場 - 文學放得開：有種動物叫詩人,False,,,,True,True
6696,tCz2i97rw-0,早辰 。早晨  (手語直播節目)：手語直播節目：美食車；英國恐襲,False,,,,,False
6697,73yRBGO7v-A,五夜講場 - 歷史係咁話：汨羅無處吊英靈,False,,,,True,True
6698,Bn-aS43hIsk,視點31：目測；一地兩檢；台港同志平權；融合教育,False,,,,,False
6699,hoaf0lsrsB8,街角有樂：街角有樂 第19集 : 九龍城－城之回憶,False,,,,,False
6700,CtfNtjcDVsI,早辰 。早晨  (手語直播節目)：手語直播節目：有線股東會；港珠澳大橋,False,,,,,False
6701,h_Hecs7fSQU,五夜講場 - 哲學有偈傾：思考有方法,False,,,,True,True
6702,D6BeL8pU3HM,好好過日子：第二集：尋找恐龍時代_百家被_飛索,False,,,,,False
6703,HCChq2AZ2pk,鏗鏘集：小三評估的迷思,False,,,,,False
6704,Y5tLNST11dw,講女時間：同性婚姻 預告,False,,,,,False
6705,jSzUi_pAU3k,早辰 。早晨  (手語直播節目)：手語直播節目：曾燕紅登上珠峰；六四遊行,False,,,,,False
6706,pER5ho8A8I0,"城市論壇：大橋石屎涉調包 , 安全仍無礙？檢測工序疏監管 , 懲處防重來？( (How Safe are the Bridge's Structures?)",False,,,,,False
6707,oz8vGPW-0Hc,好想藝術：19_說故事_[粵劇演員／編劇 - 黎耀威] ; 有未來_「大家樂」計劃  (Project Tagalog),False,,,,,False
6708,7kd8ru0T8Lc,忘憂理髮店：一百萬的故事（下）,False,,,,,False
6709,f68gP_iR_XU,小學校際通識大賽2017：第六集,False,,,,,False
6710,oZ1KCC10R8M,小伙子大本營：第九集,False,,,,,False
6711,Mlvgtd1Ve-M,五夜講場 - 是男非男：義字當頭  [嘉賓：王喜、岑珈其],False,,,,True,True
6712,rD6IsvD_41U,The Pulse：Same-sex marriage & East Lantau Metropolis,False,,,,True,True
6713,m9kHpQu1bEQ,頭條新聞：太后與小豪子－68Go 挑戰 AlphaGo,False,,,,True,True
6714,6Guoz1a1oX8,Harry哥哥好鄰居：第一百三十集,False,,,,,False
6715,AU0FKqU3gPs,反斗英語2017製作花絮-回歸篇,False,,,,,False
6716,yLG0X9EUfK8,反斗英語2017宣傳片,False,,,,,False
6717,izNX1Qilzd8,早辰 。早晨  (手語直播節目)：手語直播節目：港珠澳大橋混凝土測試涉嫌造假事件；公務員加薪+周浩鼎獲再度委任為平機會委員,False,,,,,False
6718,otWuGJ7fO74,五夜講場 - 講女時間：跨性別,False,,,,True,True
6719,ZoI2_pkgdkQ,議事論事：把關不力?;  議會新鮮人-尹兆堅; 飛哥與你嘉賓: 謝偉俊 (立法會議員),False,,,,,False
6720,CesPpcIb7_k,五夜講場 - 文學放得開：文學花花世界,False,,,,True,True
6721,PoBNc8F6sPY,Harry哥哥好鄰居：第一百二十九集,False,,,,,False
6722,YdN6AsLhkE4,香港有你：馮永基與羅發禮,False,,,,,False
6723,BCkoMfSqz7g,香港有你：Vivienne Tam 與任銘暉,False,,,,,False
6724,PqxvrHtqnAI,五夜講場 - 歷史係咁話：五千年來誰著史,False,,,,True,True
6725,2t2NrzvjKYc,早辰 。早晨  (手語直播節目)：手語直播節目：UGL事件延續，英國恐襲,False,,,,,False
6726,LgFm2ZHVEBw,視點31：豆腐渣制度與基建？UGL發酵；領展售商場設施；會計師超時工作,False,,,,,False
6727,GCBPLaChjVU,"The Works：The art of bookplates, photographer Jacques Henri Lartigue & Trumpet player Stephane Belmo",False,,,,,False
6728,NemmHJUZpOk,街角有樂：街角有樂 第18集 : 中上環 - 繁華背後,False,,,,,False
6729,hS5AnjXIJTk,申訴 II：入屋七宗罪,False,,,,,False
6730,KT90Oq-nu6g,Harry哥哥好鄰居：第一百二十七集,False,,,,,False
6731,8gn-FkJfVrc,《是男非男》第八集 - 義字當頭 (預告),False,,,,,False
6732,nCwOzhJOiNw,升級家庭醫生精華：病人說 - 痛症,False,,,,,False
6733,v-L3S8rypPQ,《申訴 II》第8集 －入屋七宗罪 預告,False,,,,,False
6734,poJRDp9S2Fg,《忘憂理髮店》第四集《一百萬的故事（上）》預告片,False,,,,,False
6735,DDa9WPWW5sM,時代的記錄 鏗鏘集：第十五集「時代的記錄－鏗鏘集」《鏗鏘集》2009年《觀塘重建帶來的幾點啟示》2013年《重建輓歌》,False,,,,,False
6736,wUbJnYgJWlI,早辰 。早晨  (手語直播節目)：手語直播節目：國泰裁員；海獅,False,,,,,False
6737,FQ4iOm2O_-0,五夜講場 - 哲學有偈傾：藝術公私,False,,,,True,True
6738,fpsJNkneF-Q,好好過日子：第一集：落田插秧_橡皮印章_巴西戰舞,False,,,,,False
6739,KsuQoq-C0e8,鏗鏘集：電梯安全,False,,,,,False
6740,8IZ_BhJ5Ndc,Harry哥哥好鄰居：第一百二十六集,False,,,,,False
6741,iBae_I3sN6c,小伙子大本營：第八集,False,,,,,False
6742,9Haf1TrJsQA,早辰 。早晨  (手語直播節目)：手語直播節目：梁振英UGL事件延續；珠峰登頂,False,,,,,False
6743,oZi23AiUlm0,好想藝術：18_說故事 [ 風景畫家 - 黃進㬢 ] ; 在人間 [愛不同藝術 ],False,,,,,False
6744,fKtUOK1UHD4,忘憂理髮店：一百萬的故事（上）,False,,,,,False
6745,9V5OSwHlxGI,城市論壇：特首議員 私改文件闖出禍;彈劾譴責 辭職解散平風波？(The right to raise views? The interference in the legislature ?),False,,,,,False
6746,c34mmzHlrrA,小學校際通識大賽2017：第五集,False,,,,,False
6747,qh42WcnQVXE,警訊：道路安全呼籲-長洲島上踏單車安全事宜,False,,,,,False
6748,BbInWNVrUW4,颱風來襲，您準備好未？ Are you ready for an impending typhoon?,False,,,,,False
6749,st4A3gmIf4s,藤原效應 Fujiwhara effect,False,,,,,False
6750,wOk21sLxNPU,最怕改錯名 TC Names,False,,,,,False
6751,bngSa8UEmsU,往東登? 往西登?  Making Landfall to Our East or West?,False,,,,,False
6752,kUneF8iTmJ0,地震烈度  Earthquake Intensity,False,,,,,False
6753,Zfe5DcQj3wQ,颱風核心的外圍  Outside the Core of a Storm,False,,,,,False
6754,xqZIP7s9Q-8,副熱帶高壓脊  Subtropical Ridge of High Pressure,False,,,,,False
6755,eN1T86nS1OY,藍藍天空  Blue Sky,False,,,,,False
6756,5a7Fqq9NyhY,雲霧逆溫層  Inversion Layer and Clouds,False,,,,,False
6757,eCoxqunFsqc,波波捕獲冰冰  Balloon Captures Falling Ice,False,,,,,False
6758,k4O4tZxrg0E,高空擾動  Upper-air disturbance,False,,,,,False
6759,2VwSnl8dgv8,未來報告  Future Reports,False,,,,,False
6760,n1x0p28uJrM,氣候峰會COP21  Climate Summit COP21,False,,,,,False
6761,zUn8-vnG2rM,買樓要買向南樓?  South facing house is better?,False,,,,,False
6762,LNLDVmxofgY,一號戒備信號睇真D  More About Standby Signal No. 1,False,,,,,False
6763,PNA8FSkdWH8,雷達雙聲道  Dual Polarization Radar,False,,,,,False
6764,YZRKsIabJVE,煙花與煙  Firework and smoke,False,,,,,False
6765,eEtr7O8MfVU,月亮錯覺  Moon illusion,False,,,,,False
6766,39pEOXfnSfQ,黑球  Black Ball,False,,,,,False
6767,b-PFHHqJjb4,雲隙光  Crepuscular Rays,False,,,,,False
6768,XTsAmtv_G6c,夏日防曬  Summer Sun Protection,False,,,,,False
6769,PaUz9wQ8_ng,"吃不得的「豬腰」  Inedible ""Kidney""",False,,,,,False
6770,4LZt0_J0LTc,雲間傳奇（二）山雨欲來…   Legends of Clouds (II) - Ahead of Storms Comes …,False,,,,,False
6771,ctIl31qoJl4,雲間傳奇（一）電母雷神   Legends of Clouds (I) - Lightning and Thunder,False,,,,,False
6772,zFWReO9pu64,雨季來臨  Rainy Season,False,,,,,False
6773,dgsupuf_nrU,復活在何日？  Do you know the date of Easter?,False,,,,,False
6774,ehGgKo-X-uU,暖化‧何價?  The cost of feeding a warming world,False,,,,,False
6775,oQJnQBKTZZk,飛機雲  Contrails,False,,,,,False
6776,dinVMsLYZ14,日月光環  Halos and Coronae,False,,,,,False
6777,fejzSDjC4Ao,別有洞天  Fallstreak Hole,False,,,,,False
6778,nFLE8h2kY08,山嶺寒風  Wind Chill on Hilltops,False,,,,,False
6779,w-j3Qs6MhsA,淺談雷達圖像  A Brief Introduction of Radar Image,False,,,,,False
6780,MtXMeTJ7OB8,風高物燥   Dry Weather,False,,,,,False
6781,f5dsNnGY57A,秋風夜雨   Autumnal Rain,False,,,,,False
6782,juPi386Yrlo,湧浪   Swell,False,,,,,False
6783,djrtEc6tSug,水浸眼眉！   Sea Level Rise Imminent!,False,,,,,False
6784,X7kO4vKaUHE,風暴潮   Storm Surge,False,,,,,False
6785,K8BQf_2AePk,龍捲風暴(二)   Twister II,False,,,,,False
6786,xqeQbRjgIj0,龍捲風暴(一)   Twister I,False,,,,,False
6787,KNZ0yVAM1As,先知黃紅黑   Rainstorm Warning System (Part II),False,,,,,False
6788,2-vIfQ6Qp4M,冰工廠   Ice Pellet Factory,False,,,,,False
6789,NasdubNbQg4,靜夜凝霜   Hoar Frost,False,,,,,False
6790,6biMjDXRX34,冷風?冷鋒!   Cold front,False,,,,,False
6791,AA0NN63raa0,冰雪蓋香江   Freezing Weather in Hong Kong,False,,,,,False
6792,C7LvHPCKi84,輻射冷卻   Radiation Cooling,False,,,,,False
6793,UTKYF_hpgdc,小寒與冬季季候風   Moderate Cold and Winter Monsoon,False,,,,,False
6794,fKSNWa5KW4w,"The Pulse：UGL Legco Select Committee, HA's Drugs Formulary",False,,,,True,True
6795,e09Y_9BJk6U,五夜講場 - 是男非男：無毒大丈夫,False,,,,True,True
6796,twbWDNGHY0s,議事論事：《UGL干預風波》; 堂邊鶴 —親疏有別? ;【論政】嘉賓:  馬時亨(港鐵主席),False,,,,,False
6797,mZ5w34zW6Qw,頭條新聞：太后與小豪子－中毒,False,,,,True,True
6798,vhY9iUh5un8,五夜講場 - 哲學有偈傾：家國天下,False,,,,True,True
6799,k0YPg8gDWHk,Harry哥哥好鄰居：第一百二十五集,False,,,,,False
