,Programme,Date (dd/mm/yy),Title ,Content description,Youtube Link,Backup Link,Added to Database,Unnamed: 7,Unnamed: 8,如果需要credits去upload，請TG搵我。,Unnamed: 10,id,sheet_entry,sheet_line
2227,獅子山下 2018,04/11/2018,獅子山下-2018：那日上午,"「同學，你怎樣形容現在的生活？」

八時四十三分，數學課。窗外是操場上的影子，排球掠過短髮，她好像交了新男友……
一時零二分，午飯。留級生滔滔不絕，我只好低頭吃飯，想著昨日放學後的事……
十一時三十一分，中文課。雙手接過模擬試題的成績，要態度誠懇地面對老師的稱讚（不？）；女班長不發一語，意外被矋過一眼……
七時十七分，回家要經過一條河……
六時四十八分，起床。
四時二十九分，打開禮堂大門，幸好沒有遲到。

受訪學生逐一回應，只有爾雅保持沉默。
日復一日，心底話無人知曉，那日上午，思緒脫序，翻開了密蔭下的困惑。

導演：黃瑋納",https://podcasts.rthk.hk/podcast/item.php?pid=1463&eid=123053&year=2018&lang=zh-CN,https://odysee.com/%E7%8D%85%E5%AD%90%E5%B1%B1%E4%B8%8B-2018%EF%BC%9A%E9%82%A3%E6%97%A5%E4%B8%8A%E5%8D%88:8d0ce2990eb76bf6e4e55eedce0933f05c7dec4b,,,,,,,True,2229
2228,獅子山下2014,15/06/2014,獅子山下2014： 夜同行（上）,"妙齡美女湄(洗色麗飾演)，獨身到酒吧訪尋朋友不遇，更不幸中伏，遭鄰桌一個心存不軌中年商人余(艾威飾演)下藥在飲品內，迷糊中被帶上余的房車。路上， 微醉的余為躲開警方路障，駛進偏僻山路，慌亂之際竟將迎面而來的一小房車撞落山坡，車毀人亡。余眼見闖下大禍，無心戀戰，將昏迷中的湄卸下路旁，匆匆逃去。

余致電家中妻子賢(張慧儀飾演)，著她登入他的個人電腦找出經營劏車場的舊同學保(歐錦棠飾演)的電話號碼，以便連夜把損毀了的座駕毀屍滅跡。女探員珍 (孫佳君飾演)率領男副手查(曾國祥飾演)趕到車禍現場展開偵查及及救援。兩人對昏迷路上的湄大惑不解，加上現場並未發現手袋，無從得悉湄的身份，令案情 更顯撲朔迷離。墮山車上的年輕男女，早已當場不治。他們的死帶來雙方家屬的悲痛和對峙糾纏，同時亦觸動了珍的神經──她是與夫分居的一子之母，與上司鄭 Sir(潘燦良飾演)正發展地下情。

年青探員查運送昏迷的湄到醫院，碰上他心儀已久的急症室護士史(王嘉慧飾演)。查終於有機會與史交談，但隨即發現這是史在公立醫院最後一晚上班，以後，兩人便沒有機會再遇上，何況，她也早有要好男友。

余與保聯絡上，將車交他拖走即晚分屍。兩個昔日同窗，如今地位懸殊，而保曾受余小恩小惠，自然不敢推辭。保把余的車拖至郊外劏車場後，車上響起一陣手機響 聲，源自湄遺在車上的手袋，保打開這來歷不明的手袋，發現裡頭除了手機，還有一柄手槍！剛鬆一口氣的余，如今身在按摩店鬆馳減壓，接不上保的緊急電話。

與此同時，湄終於在醫院甦醒，從查口中知道自己的手袋不翼而飛，馬上扮作再次昏迷，然後乘查不覺時逃出醫院，務必把她那事關重大手袋尋回。

演員：艾威、歐錦棠、曾國祥、張慧儀、孫佳君、洗色麗、潘燦良、盧海鵬、譚俊彥、梁榮忠、王嘉慧、徐偉棟、賴天祈
編劇／導演：岸西
監製：張少馨",https://podcast.rthk.hk/podcast/item.php?pid=686&eid=42579&year=2014&lang=zh-CN,https://odysee.com/%E7%8D%85%E5%AD%90%E5%B1%B1%E4%B8%8B2014%EF%BC%9A-%E5%A4%9C%E5%90%8C%E8%A1%8C%EF%BC%88%E4%B8%8A%EF%BC%89:6674f8d895f219fd98e77673083d2cc62dd655a8,,,,,,,True,2230
2229,獅子山下2014,22/06/2014,獅子山下2014：夜同行（下）,"前文堤要 : 一個心存不軌的中年商人余(艾威飾演)在飲品下藥，意圖迷姦妙齡女子湄(洗色麗飾演)。豈料路上汽車失事，男慌忙把女子扔下，並圖把損毀座駕毀屍滅跡。女警(孫佳君飾演)趕到車禍現場，但案情撲朔迷離，唯一缐索便是昏迷的女子，但証人亦在醫院不翼而飛。

早已瀕臨婚姻破裂的賢(張慧儀飾演)，在余的電腦上發現了大批余迷姦各式女子時拍下的短片，頓覺五雷轟頂，而保(歐錦棠飾演)因找不上余，只好打到他家裡去──余、賢、保三人是中學同學，賢、保當時更是情人……

身無分文的湄逃出醫院後，徒步走回最初的那間酒吧──手袋當然不在那兒，但她當時去找的人卻出現了，折騰了一整夜的湄，忍不住崩潰大哭，將她童年經歷的苦難，向眼前人(梁榮忠飾演)盡情傾訴……

意中人無緣再見，負責看守的女傷者逃去無踪，查(曾國祥飾演)經歷連番挫折，回到警局繼續作戰，終於憑著現場附近油站的監察錄影帶，鎖定涉案的另一輛車。

天亮前，某區傳來一陣槍響……

演員：艾威、歐錦棠、曾國祥、張慧儀、孫佳君、洗色麗、潘燦良、盧海鵬、譚俊彥、梁榮忠、王嘉慧、徐偉棟、賴天祈
編劇／導演：岸西
監製：張少馨",https://podcast.rthk.hk/podcast/item.php?pid=686&eid=42625&year=2014&lang=zh-CN,https://odysee.com/%E7%8D%85%E5%AD%90%E5%B1%B1%E4%B8%8B2014%EF%BC%9A-%E5%A4%9C%E5%90%8C%E8%A1%8C%EF%BC%88%E4%B8%8A%EF%BC%89:6674f8d895f219fd98e77673083d2cc62dd655a8,,,,,,,True,2231
2230,獅子山下2014,29/06/2014,獅子山下2014：做地產（上）,"【在這個寸金尺土的瘋狂都市，該往哪裡安放自己的良心？】「你做咩㗎？」「做地產。」
「咁你食飯定食屎㗎？」「……」「呢度個個做地產都係為食飯，點解係你做地產做到食咗屎咁嘅樣？你食屎唔緊要，唔好累到大家陪你一齊食屎吖唔該……」這是李永健(岑珈其飾演)每星期都聽到阿頭標哥(梁祖堯飾演)向營業額不足的新同事狂吠的基本對白。

剛滿20歲的李永健，加入地產行業三個月；中五畢業後讀了三年毅進課程，做過了售貨員、搬運工、跟車派報紙、便利店、速遞 …… 卻完全無法找到一份全職，令母親(魯芬飾演)終日憂心，永健終屈服，跟做地產的大哥李永康(李璨琛飾演)入行，開展地產經紀的生涯，也是李永健目前，打得 最長的一份工。

在李永健眼中，這家「誠實地產」裡有如怪獸公司；老闆是躁狂病患的標哥。德仔(施樂飾演)是公司按摩團團長，專帶隊上深圳「揼邪骨」，卻對結識女孩束手無 策，經常向李永健求教如何與咖啡妹(莫穎彤飾演)搭訕。阿東(吳浩康飾演)是公司的「鬼手」，騙客人出高價買盤，還常設陷阱想讓李永健工作出錯。 Tiffany(陳逸寧飾演)是一個靠美色上位、滿身名牌的典型拜金女子，能靠幾分姿色，討好阿頭和一班內地客。「阿妹」(Cecilia Choy飾演)與Tiffany完全相反，是個連恤衫也不會熨好、終日披頭散髮的內向宅女，剛加入公司一個月，一單生意也沒傾成，「阿妹」多番被阿東及 Tiffany愚弄，李永健看不過眼，一直處處暗中幫忙。李永健的親哥哥 ﹣康少，是這間公司業積最高的經紀，話頭醒尾的Top Sales，「誠實地產」內標哥不管任何決策安排，都會詢問康少意見。康少為免同事覺得偏私，對李永健要求特別嚴格。

永健為人老實單純，在名為「誠實地產」的地產社工作，卻總是被逼使做著不誠實的事。李永健的真正夢想，是做一個甜品師傅，開一家屬於自己的甜品店。

演員：李璨琛、梁祖堯、楊淇、岑珈其、溫碧霞、陳逸寧、吳浩康、余慕蓮、 魯芬、Cecilia Choy、施樂、莫穎彤、黃溢濠
編劇：麥曦茵
導演：劉國昌
監製：張少馨",https://podcast.rthk.hk/podcast/item.php?pid=686&eid=42639&year=2014&lang=zh-CN,https://odysee.com/%E7%8D%85%E5%AD%90%E5%B1%B1%E4%B8%8B2014%EF%BC%9A%E5%81%9A%E5%9C%B0%E7%94%A2%EF%BC%88%E4%B8%8A%EF%BC%89:b4f4f026d77ad14a4d75a3d40b6cd9648d600767,,,,,,,True,2232
2231,獅子山下2014,06/07/2014,獅子山下2014：做地產（下）,"上集提要 : 剛滿20歲的李永健(岑珈其飾演)，為人老實單純，在名為「誠實地產」的地產社工作，卻總是被逼使做著不誠實的事，阿頭標哥(梁祖堯飾演)每日都向營業額不足的新同事狂吠。李永健的真正夢想，是做一個甜品師傅，開一家屬於自己的甜品店。

李永健入職三個月，方知道大哥康少(李璨琛飾演)原來除了賣盤帶客看單位，工餘時間，竟要臨時充當司機去接載一身銅臭的內地客。經常夜歸是因為要探望在夜 總會工作的詩(楊淇飾演)，並非與雞蟲安仔北上。有時甚至是徹夜接送內地客往蘭桂坊、各種娛樂場；整夜在車內等候，連晚飯也只可在車上吃。

永健為了要表現自己的能力，努力為大哥李永康替銅臭的內地客找尋一間西貢理想大宅。為了要討好賣家一息影女星(溫碧霞飾演) 賣出與死去富男友的大宅，永健不借冒名為影迷，並在她生日那天，在寒風下整夜站在大宅門前送上自己做的生日蛋糕。終於大宅成交了，銅臭的內地闊客卻要阿頭 標哥減收佣金，康少認為這樣有違規舉，並對公司及永健不公，不能接受。標哥暗中游說永健，在夜總會簽約。詩偷偷向康少通風報信，氣得康少與永健及標哥大吵 起來。永健也發覺阿東(吳浩康飾演)低價騙去婆婆(余慕蓮飾演) 的唐樓，兩人差點大打出手。

康少呼著煙，麻木地說：「做狗唔洗養屋企，養老豆老母，唔洗供仔女讀書，唔洗供樓，唔洗賣幾千呎單位，自己住幾百呎單位；唔洗同任何人交代，唔洗當你做足晒狗要做嘅嘢嘅時候，突然間會忍唔住問自己，個良心擺邊好。」永健聽罷，「係咪做地產就要係咁？」
康少苦笑：「唔係做地產係咪咁，係做人就係咁，我比個官你做好未？響呢個社會，要搵食要生存就係咁。」 「個世界唔係咁。」永健禁不住流下不爭氣的眼淚……

永健終向哥哥提出辭職。永健踏出「誠實地產社」，終於鬆一口氣，頭也不回地橫過了馬路。

演員：李璨琛、梁祖堯、楊淇、岑珈其、溫碧霞、陳逸寧、吳浩康、余慕蓮、 魯芬、Cecilia Choy、施樂、莫穎彤、黃溢濠
編劇：麥曦茵
導演：劉國昌
監製：張少馨",https://podcast.rthk.hk/podcast/item.php?pid=686&eid=42640&year=2014&lang=zh-CN,https://odysee.com/%E7%8D%85%E5%AD%90%E5%B1%B1%E4%B8%8B2014-%E5%81%9A%E5%9C%B0%E7%94%A2%EF%BC%88%E4%B8%8B%EF%BC%89:31a8f34a73bc2ae6bfb001a6b73792ab20d2a1b2,,,,,,,True,2233
2232,我係乜乜乜 (mp4版),12/12/2015,我係功課奴隸？,,,https://odysee.com/@RTHKbackupc:4/Iammudmudmud01:b,,,,,,,True,2234
2233,我係乜乜乜 (mp4版),26/12/2015,我灰到核爆?,,,https://odysee.com/@RTHKbackupc:4/Iammudmudmud03:d,,,,,,,True,2235
2234,我係乜乜乜 (mp4版),02/01/2016,我係男神/女神?,,,https://odysee.com/@RTHKbackupc:4/Iammudmudmud04:6,,,,,,,True,2236
2235,我係乜乜乜 (mp4版),16/01/2016,我係鍵盤戰士?,,,https://odysee.com/@RTHKbackupc:4/Iammudmudmud05:b,,,,,,,True,2237
2236,我係乜乜乜 (mp4版),23/01/2016,我係廢青?,,,https://odysee.com/@RTHKbackupc:4/Iammudmudmud06:1,,,,,,,True,2238
2237,我係乜乜乜 (mp4版),30/01/2016,我係大中華膠?,,,https://odysee.com/@RTHKbackupc:4/Iammudmudmud07:f,,,,,,,True,2239
2238,2019香港政情大事回顧,,2019香港政情大事回顧,,,https://odysee.com/HKTWCT2019M02300001:98d953033b7126d662763742ac31b803add9ac17,,,,,,,True,2240
2239,香港歷史系列 英文I & III,,,,,https://www.transfernow.net/dl/2021050716kFhZGM,,,,,,,True,2241
2240,香港歷史系列 中文I & II,,,中文版第二輯有一部片由YOUTUBE找到，另一部份在PODCAST下載，所以某部份重複但是總共10集齊全,,https://www.transfernow.net/dl/20210507km1VDaLg,,,,,,,True,2242
2241,香港歷史系列 中文III & IV,,,,,https://www.transfernow.net/dl/20210507KyZdfnqr,,,,,,,True,2243
2242,華人作家 2014,19/10/2014,第三集﹕華麗的孤寂 張愛玲,"第三集﹕華麗的孤寂 — 張愛玲
 2014-10-19
  第三集﹕張愛玲 — 華麗的孤寂
 
 1995年9月 , 張愛玲悄悄地離開了這個世界 , 她的骨灰 , 被撒到太平洋『無人居住的地方』。張愛玲用了畢生的時間 , 寫了一個個自己的故事 , 在現實的人生 , 她卻選擇孤獨。
 
 很多人覺得張愛玲一生就像她的作品般沉鬱淒涼 , 最後更孤獨終老。 她的離世 , 傷透了萬千張迷的心 , 卻牽起了另一番張愛玲熱潮 , 催化了張學的研究 , 拓濶了張迷的世界地圖 , 也創造了另一個張迷的世代。
 
 我們都說張愛玲自己就是一個傳奇 , 但這個傳奇沒有因她的死亡而終結 。隨着她的遺稿和信件陸續出土 , 這個傳奇不斷廷續 , 滿足了人們的好奇 , 也引發了一次又一次的爭論。
 
 這股熱潮 , 令人不只滿足於欣賞她的小說和散文。她的譯作和劇本 , 她的英語作品和書信 , 以至所有和她扯得上關係的東西 , 都給人四處訪尋 , 一一搜掘挖?。他們都喜歡從張愛玲的文字去尋找現實中的張愛玲 , 希望揭開作者神秘的面紗 , 陶醉在她經歷過的大事小事。
 
 張愛玲無疑是華語世界其中一個最重要的作家 , 雖然她最後定居美國 , 但她和兩岸三地 , 有着千絲萬縷的關係 , 就讓我們緊隨她的足印 , 重訪舊地 , 緬懷往事 , 感受她這份華麗的孤寂。
 
 
 導演﹕伍自禎
 
 -------------------------------------------------------------------
 信報C5 15/10/2014
 
 當1995年9月傳來張愛玲已在洛杉磯寓所孤寂地離世那一天，張迷們黯然、嘆息，其實心裡多多少少有個譜，張愛玲不可能給讀者一個大團圓結局吧？
  
 1920年9月30日，張愛玲在上海一幢西式大宅誕生，大宅是清朝重臣李鴻章送給長女李菊耦的嫁妝，而李菊耦就是張愛玲的祖母。張愛玲原名張瑛，母親黄素瓊多次離開家庭，一次又一次的離開她；父親張志沂失意官場，沉迷鴉片。出生顯赫家族，在複雜的家庭中成長，張愛玲小小年紀的已洞察人性。張愛玲唸中一時，在上海聖瑪利亞女校年刊《鳳藻》中發表了她的短篇小說《不幸的她》， 主人翁「她」離開朋友的原因是：
  
 我不忍看了你的快樂，更形成我的淒清！《不幸的她》
  
 而「她」的想法是：
  
 別了！人生聚散，本是常事，無論怎樣，我們總有藏著淚珠撒手的一日！《不幸的她》
  
 十二歲的張愛玲已恣意展現生命的灰暗面，也許當時已預見她孤獨地走向荒涼盡頭的端倪。張愛玲十七歲，父親再娶。及後，張愛玲曾跟繼母孫用蕃吵嘴，被父親打了一頓，鎖進大宅房間，幽禁了半年，最後她逃走，與母親同住。她將這段經歷寫成英文散文《What a life! What a girl’s life!》，刊登於1938年的《大美晚報》上，成為她第一篇刊登於報刊的文章。而這段不能磨滅的慘痛經歷在她往後的作品中，一次又一次地被改編重現。
  
 張愛玲在上海中學畢業後，本已被倫敦大學取錄，因歐戰爆發未能成行。1939年轉往香港大學攻讀文學。珍珠港事變後，張愛玲被迫停學，逃難返回上海，入讀聖約翰大學，半工半讀，最後輟學，賣文為生。1943年，22歲的她開始在上海《紫羅蘭》、《萬象》等雜誌發表《沉香屑第一爐香》、《沉香屑第二爐香》等作品。不到兩年時間，已先後完成了《傾城之戀》、《封鎖》、《心經》、《紅玫瑰與白玫瑰》 等等人生中大部份重要作品。張愛玲23歲紅遍上海，達到寫作事業高峰。
  
 在動盪的時代，她與情場老手胡蘭城結合，成為許多人談論的焦點。這段受盡嘆息的婚姻也不長久。戰事結束後，胡蘭城背負漢奸之名避走溫州，張愛玲到埗後，發現他已另有女人，於是分手。於2009年面世的《小團圓》中，張愛玲寫出了這段愛情的無奈：
  
 這是一個熱情故事，我想表現出愛情的萬轉千迴，完全幻滅了之後還有什麼東西在。《小團圓》
  
 1952年，張愛玲重返香港，替美國駐香港新聞處翻譯文學作品，包括：《老人與海》、《愛默生文選》等，並完成《秧歌》及《赤地之戀》等作品。宋淇是張愛玲同事，夫婦二人與張愛玲成為終身好友。1955年秋天，張愛玲以難民身份由香港前往美國，生活艱苦，繼續筆耕，並以寫劇本為生，隨後遇上劇作家賴雅，成為她第二任丈夫。1967年賴雅逝世。張愛玲在遺囑中將所有遺產及遺稿送贈予宋淇夫婦。她過世後，過往的書信及文獻陸續被發掘，晚年的作品也得以面世，讓讀者多了解她這幾十年來的生活。
  
 中國人喜歡大團圓，兒孫滿堂才是一個成功的家庭，然而，張愛玲歷經了兩段婚姻，無兒無女，以傳統眼光看來，張愛玲是淒涼的。有人覺得她活得很孤獨，死得很寂寞。張學研究者陳子善強調每個人有不同理解：「那一個作家不孤獨呢？張愛玲選擇了這個！這是她主動的選擇。」哈佛大學東亞語言與文明系講座教授王德威認為：「有時候太多的用我們眼光去過份的同情她，我覺得以張愛玲孤僻的個性，她選擇了這樣的生活，從她事前立好的遺囑已看見她的決心。」張愛玲的遺囑中，她希望身後 「把身體化成灰，撒落在世界最蒼涼的地方。」王教授說：「她是個很決絕地執行生命意志的人。」
  
 一個時代就一個張愛玲。在張迷心中，她永遠是青春的，華麗的，孤寂的。張愛玲經歷的時代消逝了，我們仍然一再重覆的讀她，讀着，讀着，心頭上的到底是甚麼滋味呢？大概愛張愛玲的，都懂。不問也罷。",https://archive.rthk.hk/mp4/tv/2014/WRITCT2014L00300003.mp4,downloaded,,,,,,,True,2244
2243,華人作家 2014,30/11/2014,第九集﹕大魚愛台灣 黃春明,"第九集﹕大魚愛台灣 — 黃春明
 2014-11-30
 第九集﹕大魚愛台灣 — 黃春明
 
 以八十歲高齡，他還拼命教授兒童戲劇，於全國巡迴演出，並於咖啡屋說故事，親手撕畫創作，為台灣宜蘭本土雜誌設計封面。
 
 人們可能忘記了他就是台灣國家文藝獎得主，《兒子的大玩偶》、《看海的日子》的小說作家，四十年前他的小說已被納入中小學範文之內。
 
 他，就是黃春明。
 
 性格剛烈，自小就抱不平而跟人大打出手，從不後悔為創作小說而賣便當，是為黃春明的陽面。孫子一叫一呼，他又可以歡笑樂極，甚麼都不理會，是為黃春明的柔弱。余光中曾說，「黃春明，現在是孫子的大玩偶」。
 
 
 導演: 李健文
 
  ==============================
 信報C5 26/11/2014
 
 桃花源在哪裏？在哪裏？在大騙子的嘴裏！ ── 黄大魚兒童劇團《小李子不是大騙子》
  
 黃春明被譽為台灣國寶級文學家，雖然已年屆79，大可以安享兒孫福，可是他仍堅持創作，更親身到他創辦的劇團指導小朋友演戲，他認為自己有手有腳，有能力工作，就不應該成為別人的負擔。小朋友也喜歡這位活潑的國寶來導戲，都稱呼他做黄老師、黄爺爺，這爺爺不但會唱歌，也會跳舞，小團員說起他都可以抖出一大籮筐的趣事：「找黄爺爺，常被塞東西吃、塞玩具呀，在那邊玩一玩，就睡着了。」
  
 黃春明生於1935年，宜蘭縣人，曾任小學老師。創作範圍廣泛，包括小說、散文、新詩、歌仔戲以及兒童劇等等，是台灣當代重要的鄉土作家。童心未泯的黄春明極愛孩子，二十多年前，他創立了「黄大魚兒童劇團」，以戲劇來教導孩子認識人際關係及團體倫理。別人說他搞兒童劇團是傻瓜所為，他不介意：「大智若愚！這個『魚』跟那個『愚』一樣 (讀音)，我自己安慰自己。人家說老貓、老狗，有沒有說老魚的？沒有！」他指着正在排練的兒童團員說：「有新陳代謝！」跟隨黄爺爺十年的張哲維是劇團的成員，他敬佩黄爺爺，學習他的態度：「我選定一個喜歡的事情，就一直去做它。無論再怎樣辛苦，就是去做。這是我從他身上學到的堅持。」
  
 黄爺爺理解孩子，因為有顆赤子之心：「作品有愛心，自然有能量。」2004年，黃春明創作的兒童劇《小李子不是大騙子》就是因為孩子常常被父母冤枉做錯事，滿腔委屈，他要為孩子發聲而創作。曾經有幾個五歲的孩子看到結局都哭了起來，黃春明說：「媽媽問他為甚麼哭，他說『很感動』。你問他甚麼東西讓他感動呢？他說『不懂』。」
  
 黄春明求學時期是個問題學生，曾幾度被退學，由台北一直轉到屏東就學，老同學戲稱他為「流浪學生」。這問題學生回想唸書時往事，記得曾趁晚自修時偷溜走出去，被學校門警發現，好強的黄春明說不過門警，竟然動手。他說：「砰！一拳打過去。我以前就一直打！把人家的門牙也打掉了。」老朋友就是喜歡黄春明愛恨分明的個性。
  
 認識黄春明和他作品的人都知道，黄春明是個熱愛故鄉的宜蘭人，他強調人必須認同自己的出生地，這種感情不必經過學習而成，他說：「人要落葉歸根，我死也要死在我家裏！」這位鄉土作家愛把身邊發生的小事入文，例如鄉土小說《魚》就是根據他騎摩托車去鄉下買豬肉的事情創作，描寫貧窮農村小人物阿蒼得魚和失魚的故事。該小說在1998年獲第二屆國家文藝奬。而小說《兒子的大玩偶》則在兒子黄國珍誕生後創作，描述現實中掙扎不認輸的小市民對妻兒深厚的愛，故事後來被侯孝賢改編拍成電影。
  
 黄春明習慣在台北的明星咖啡廳寫作，兒子黄國珍也在這裏玩大。黄春明很希望把咖啡廳的愛帶回鄉下，終於在2012年和宜蘭政府合作，把歷史建築「舊米穀檢查所」改變為「百棵樹紅磚屋咖啡廳」。白天是咖啡屋，晚上變成藝文沙龍，兼辦展覽、講座，還有兒童劇表演。
  
 問黄春明桃花源在哪裏？他毫不猶豫，踏一踏地說：「不用找，就在你生活的這塊土地上。」",https://archive.rthk.hk/mp4/tv/2014/WRITCT2014L00300009.mp4,downloaded,,,,,,,True,2245
2244,華人作家 2014,5/10/2014,第一集﹕名字的玫瑰 — 董啟章地圖(上),"第一集﹕名字的玫瑰 — 董啟章地圖(上)
 2014-10-05
 
 一部偉大的電影...《名字的玫瑰》既探討當代重要的華語小說家董啓章，同時亦展示了香港歷史、香港罕為人知的文學史，與及令舉世觸目的和平佔中運動。
  -- 中島京子，直木奬得主《東京小屋》原著小說作者 
  すばらしい作品。*""Rose of the Name: Writing Hong Kong""*
 は、現代中国文学の重要作家である董啓章についてだけではなく、英国領香港の歴史、残念ながらよく知られているとはいえない香港文学の歴史、そして国際的にも注目を浴びた香港の民主派による中環占拠＝雨傘革命の背景を扱っていて見応えがある。
  ― 中島京子・小説家・著書『小さいおうち』（直木賞受賞）
 
 
 第一集﹕名字的玫瑰 — 董啟章地圖(上)
 
 於1967 年香港的暴動期間出生，並在2014的騷動不安之年成為香港書展的年度作家的小說家董啟章，生命及創作歷程見證了香港社會的重大轉變。兩集的紀錄劇情片《名字的玫瑰 —“董啟章”地圖》，揉合訪問、劇場及表演藝術，探索香港社會面臨的挑戰，及董啟章文藝創作的心路歷程。在上集中，文化人梁文道談香港被視為文化沙漠之誤差；小說家韓麗珠談在香港寫作的甘苦，董啟章現象的啟示；李歐梵教授談香港文學的特質，從民俗到高雅的演進；王德威教授以「香港現代主義」解釋從劉以鬯、西西到董啟章的創作「族譜」。在陳令智的歌聲烘托下，董啟章追思創作的起點與契機；董的父親在大角咀舊居談兒子的童年，追憶供養了董家的香港製衣業光輝史。而舞者/演員禤天揚及楊怡孜在一架往來港島的電車上層，搬演了董啟章創意非凡的文壇登門作 — 短篇小說《西西利亞》：一則糾纏不清的三角戀愛故事，主人翁卻是一雙男女與一個木模特兒。
 
 導演﹕陳耀成",https://archive.rthk.hk/mp4/tv/2014/201410052000.mp4,downloaded,,,,,,,True,2246
2245,華人作家 2014,12/10/2014,第二集﹕名字的玫瑰 — 董啟章地圖(下),"第二集﹕名字的玫瑰 — 董啟章地圖(下)
 2014-10-12
 第二集﹕名字的玫瑰 — 董啟章地圖(下)
 
 在《名字的玫瑰 —“董啟章”地圖》下集，董啟章的台灣好友，小說家駱以軍及董的編輯胡金倫談論港台小說家在華語文壇中，日漸被邊緣化的處境。在逆流之中，董啟章的小說《地圖集》卻連續被譯為英、法、日語。英譯者 Bonnie McDougall 及法譯者 Sebastian Veg ，將於本集討論《地圖集》對國際讀者的吸引力。 而日譯者名小說家中島京子，將披露出一段動人的日港文藝緣：原來是因為她自己的小說《東京小屋》榮獲直木獎並由山田洋次拍成電影的這些成功，才能覓得出版社，把《地圖集》介紹給日本讀者。下集亦介紹了董啟章夫人黃念欣及兒子董新果，並拍攝了父親帶着兒子，到攀石場攀牆鍛鍊的舐犢之情。兩位劇場導演陳炳釗、譚孔文分別談論董啟章劇場中，對年青一代的行動生活的關注。與此討論相應的是舞者/演員楊怡孜及禤天揚搬演的兩個改編自董啟章小說的短片：《永盛街興衰史》及結合動畫的《在碑石與名字之間》— 詩意的想像展示出這位被受國際文壇注視的小說家，對個人生命及後殖民香港歷史的沉思。
 
 導演﹕陳耀成
 
 ---------------------------------------------------------------------
 信報C4 01/10/2014
  
 昔日以工商業帶動經濟起飛，今日以金融及地產行業掛帥的香港，一直背負一個老掉牙的名字：文化沙漠。香港文化界不斷向外界強調本地確具文學創作。在這辯解老調背後，以「香港」為文學創作主題的作家董啟章閱讀到的是：「香港文學的可見度相當低。」
  
 「在這個城市，文學變成了一種罪，是令人悔疚的、要用人生來補贖的罪，而晉身文學圈就相等於加入犯罪集團或者黑社會了。離開黑社會是要洗底的，而且不一定成功。在這兒，真正的黑社會至少還算可以撈一點錢，但自資出書卻一定會蝕大本。」──董啟章
  
 董啟章是香港少數的全職作家，對於香港藝文界經常辯護說香港並非文化沙漠，董啟章不予否定，然而，雖然持續創作逾二十年，今時今日向新相識提及自己職業時，仍經常遇到尶尬場面：「別人常問我：『你寫甚麼呢？武俠？推理？還是愛情？』即是用一個類型小說來問我。你說你是文學作家，別人不知道你在說甚麼。」
  
 同為作家的知名學者李歐梵教授認為，從前香港被稱為文化沙漠，可能是當時本地曾欠缺高雅文學。他指出，五四運動時期，中國文學界推動的新文學運動對香港沒有明顯影響，直至一九四九年以後，許多大陸新文學作家避居香港，才帶動香港文學發展。自此以後，香港文壇兼備高雅及通俗文學，成為多元文化混雜。在這個充滿辯解的常設主題下，李教授覺得董啟章更有別於一般本地作家：「他是少數寫長篇的，在文字上仔細經營的，很嚴肅的香港作家。他的作品是一種藝術。」
  
 董啟章一直堅持本地原創文學，面對香港現實景況，他用文學回應。這個小城的小事、大事，在董啟章筆下，轉化為夢境與真實的一場對話。認真處理尋常百姓的生活點滴，城市故事變成了藝術作品。身為本地少數的純文學作家，多年來切身體會本地藝文發展，縱使董啟章認同香港已具備多樣文化，也無奈承認這裏確有不足之處：「(香港) 讓更多人能夠接觸藝術創作的條件並不好。在內部已不夠好，在世界上，當然就更差。」
  
 居住在香港這個百物騰貴的城市， 董啟章能以全職寫作方式生存，對於許多年輕作家來說是難以達到的夢想。可是，這位全職作家也沒有比一般人優裕的生活環境：一家人窩居於屋邨，寫作用的書桌同時兼用為全家人的飯桌。董啟章這種港式家居生活狀況曾令到訪的國外友人驚訝不已，這位香港作家對此卻習以為常：「香港居住面積不多，有七百萬人，一般香港人家居都比較小。」而這種具有香港特式的家居景象也出現在他的作品《繁勝錄》中，插圖家林智恒在書裏呈現出一個小家庭共用桌子包雲吞及做家課的情景，反映了董啟章小時候普遍的香港家居情形：「生活環境比較小，一張桌子就要有許多功能。」
  
 與董啟章一樣，同為全職作家的韓麗珠比前者年輕十載，她說：「香港有董啟章的作品對我來說是一件很重要的事，他提供了另一種可能性。」韓麗珠覺得全職寫作不純是冒險行為，也需要靠運氣，而經濟環境對文學創作也有影響。對於本地文學不受重視的情形，韓麗珠不願作比較，對她而言，在香港這情況下寫作，反而可以達到一種比較純粹的狀態：「堅持從事寫作的人並非為了別人掌聲或名利，或是獲取任何益處。繼續堅持寫作的人，是因為覺得有需要繼續寫下去。」
  
 無論香港是不是文化沙漠，文學作品有沒有受到重視，董啟章守着小書桌寫作，也就寫了二十多年。在高雅與通俗之間，在夢境與真實之間，香港這個許多年輕人認定為家，甚至願意為她的未來貢獻一切的地方，仍然是一部董啟章述說不完的文學長篇故事。",https://archive.rthk.hk/mp4/tv/2014/201410122000.mp4,downloaded,,,,,,,True,2247
